run_id,steps,wall_us,ops,solver_us,pivots,solver_work,exact_pivots,exact_work,comparisons,flips_drawn,flips_refused,certified,certificate_failures,false_witnesses,cost_units,run_units,conceded
1,150,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,123,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,214,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,141,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,177,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,138,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,148,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,105,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,130,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,143,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,135,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,148,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,103,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,142,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,123,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,279,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,99,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,90,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,158,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,193,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,121,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,135,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,82,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,112,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,138,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,139,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,159,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,139,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,168,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,132,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,195,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,134,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,117,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,140,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,106,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,163,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,181,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,108,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,113,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,86,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,137,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,137,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,412,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,124,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,164,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,147,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,121,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,103,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,145,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,89,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,432,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,229,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,266,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,206,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,103,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,94,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,324,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,166,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,218,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,413,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,499,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,166,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,190,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,358,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,181,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,285,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,3000,8941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,153,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,205,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,160,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,160,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,663,2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,430,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,134,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,100,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,178,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,332,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,253,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,148,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,122,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,3000,9066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,438,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,316,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,333,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,3000,9533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,3000,7723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,293,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,141,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,239,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,287,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,3000,8371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,3000,8269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,256,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,262,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,517,2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,328,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,329,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,191,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,3000,10360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,111,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,105,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,162,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,223,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,229,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,303,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,122,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,300,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,116,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,114,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,169,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,125,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,239,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
